territory,platform,seller_id,title,author,condition,price,listing_url,timestamp,seller_comments
India,NearBook,,Social science,,0,INR 150,https://nearbook.app/book/3922059,2026-05-03T22:34:51.331122,
India,NearBook,,business management,,0,INR 60,https://nearbook.app/book/3922058,2026-05-03T22:34:53.101494,
India,NearBook,,IPMAT - VOCABULARY & COMPREHENSION,INDRAJEET SINGH,0,INR 200,https://nearbook.app/book/3922057,2026-05-03T22:34:53.411266,
India,NearBook,,marathi,150,0,INR 100,https://nearbook.app/book/3922056,2026-05-03T22:34:53.703562,
India,NearBook,,marketing Management,,0,INR 60,https://nearbook.app/book/3922055,2026-05-03T22:34:53.992371,
India,NearBook,,IPMAT - GEOMETRY AND HIGHER MATHS,INDRAJEET SINGH,0,INR 200,https://nearbook.app/book/3922054,2026-05-03T22:34:54.293378,
India,NearBook,,mind map,xylem,0,INR 400,https://nearbook.app/book/3922053,2026-05-03T22:34:54.612130,
India,NearBook,,RPF/RPSF CONSTABLE PYQS,,0,INR 250,https://nearbook.app/book/3922052,2026-05-03T22:34:54.917155,
India,NearBook,,History,,0,INR 300,https://nearbook.app/book/3922051,2026-05-03T22:34:55.207750,
India,NearBook,,Democratic politics,,0,INR 250,https://nearbook.app/book/3922050,2026-05-03T22:34:55.512779,
India,NearBook,,vara class 3,,0,INR 0,https://nearbook.app/book/3922048,2026-05-03T22:34:55.809911,
India,NearBook,,IPMAT - Grammer & Verbal Ability,INDRAJEET SINGH,0,INR 200,https://nearbook.app/book/3922047,2026-05-03T22:34:56.103520,
India,NearBook,,English,,0,INR 50,https://nearbook.app/book/3922046,2026-05-03T22:34:56.404441,
India,NearBook,,Advance Accounting,nirali prakash,0,INR 300,https://nearbook.app/book/3922044,2026-05-03T22:34:58.003703,
India,NearBook,,Isc class 12 Nootan physics book,Nootan,0,INR 700,https://nearbook.app/book/3922043,2026-05-03T22:34:58.313137,
India,NearBook,,mind map,xylem,0,INR 400,https://nearbook.app/book/3922042,2026-05-03T22:34:58.635014,
India,NearBook,,hinda,,0,INR 35,https://nearbook.app/book/3922041,2026-05-03T22:34:58.938071,
India,NearBook,,maths mela,,0,INR 150,https://nearbook.app/book/3922040,2026-05-03T22:34:59.245796,
India,NearBook,,BA economics hons all semester 1 to 5,,0,INR 600,https://nearbook.app/book/3922039,2026-05-03T22:34:59.538300,
India,NearBook,,Economics,,0,INR 450,https://nearbook.app/book/3922038,2026-05-03T22:34:59.830475,
India,NearBook,,maths,"Prince

Prince

Prince",0,INR 300,https://nearbook.app/book/3922035,2026-05-03T22:35:00.167520,
India,NearBook,,our wondrous world,,0,INR 150,https://nearbook.app/book/3922034,2026-05-03T22:35:00.472994,
India,NearBook,,santoor class 3,,0,INR 0,https://nearbook.app/book/3922032,2026-05-03T22:35:00.780188,
India,NearBook,,salim ali,C Rahim,0,INR 200,https://nearbook.app/book/3922031,2026-05-03T22:35:01.086962,
India,NearBook,,maths,,0,INR 100,https://nearbook.app/book/3922030,2026-05-03T22:35:01.377570,
India,NearBook,,maths,,0,INR 100,https://nearbook.app/book/3922029,2026-05-03T22:35:03.034127,
India,NearBook,,santoor class 3,,0,INR 0,https://nearbook.app/book/3922028,2026-05-03T22:35:03.325232,
India,NearBook,,diploma engeneering chemistry,chaithanya,0,INR 59,https://nearbook.app/book/3922027,2026-05-03T22:35:03.616244,
India,NearBook,,santoor,,0,INR 0,https://nearbook.app/book/3922026,2026-05-03T22:35:03.905742,
India,NearBook,,NCERT chemistry 12th,,0,INR 150,https://nearbook.app/book/3922025,2026-05-03T22:35:04.196591,
India,NearBook,,engineering chemistry diploma 1 year,chaithanya,0,INR 99,https://nearbook.app/book/3922024,2026-05-03T22:35:04.522318,
India,NearBook,,NCERT Physics 12th,,0,INR 150,https://nearbook.app/book/3922023,2026-05-03T22:35:04.831222,
India,NearBook,,NCERT 11th Chemistry,,0,INR 150,https://nearbook.app/book/3922021,2026-05-03T22:35:05.121874,
India,NearBook,,mathematics and statistics arts and science part 2,,0,INR 75,https://nearbook.app/book/3922020,2026-05-03T22:35:05.491059,
India,NearBook,,NCERT Physics 11th,,0,INR 150,https://nearbook.app/book/3922019,2026-05-03T22:35:05.784191,
India,NearBook,,telugu,,0,INR 50,https://nearbook.app/book/3922018,2026-05-03T22:35:06.104836,
India,NearBook,,data structures through c imp questions,chaithanya,0,INR 49,https://nearbook.app/book/3922017,2026-05-03T22:35:06.411844,
India,NearBook,,Chs,User,0,INR 500,https://nearbook.app/book/3922016,2026-05-03T22:35:08.050492,
India,NearBook,,maths,,0,INR 100,https://nearbook.app/book/3922015,2026-05-03T22:35:08.358424,
India,NearBook,,Sanjiv Desk Work class10 Mathematics,Lakshya jhanwar,0,INR 350,https://nearbook.app/book/3922014,2026-05-03T22:35:08.664586,
India,NearBook,,Sanjiv Desk Work class10 Mathematics,Lakshya jhanwar,0,INR 350,https://nearbook.app/book/3922013,2026-05-03T22:35:08.972050,
India,NearBook,,IPMAT ALGEBRA,Indrajeet Singh,0,INR 200,https://nearbook.app/book/3922012,2026-05-03T22:35:09.266237,
India,NearBook,,Computer assignment completed book,,0,INR 160,https://nearbook.app/book/3922011,2026-05-03T22:35:09.557219,
India,NearBook,,Genreal English,User,0,INR 300,https://nearbook.app/book/3922010,2026-05-03T22:35:09.893340,
India,NearBook,,allen revision book,,0,INR 100,https://nearbook.app/book/3922009,2026-05-03T22:35:10.200852,
India,NearBook,,operating system imp questions 3 sem,chaithanya,0,INR 49,https://nearbook.app/book/3922008,2026-05-03T22:35:10.508480,
India,NearBook,,Hindi workbook completed,,0,INR 150,https://nearbook.app/book/3922007,2026-05-03T22:35:10.805396,
India,NearBook,,"Hindi notes paper 
6pg",Arfath,0,INR 20,https://nearbook.app/book/3922006,2026-05-03T22:35:11.122242,
India,NearBook,,allen cbse 12th biology,,0,INR 100,https://nearbook.app/book/3922005,2026-05-03T22:35:11.429343,
India,NearBook,,Sanjiv Desk Work class10 social scence,Lakshya jhanwar,0,INR 280,https://nearbook.app/book/3922004,2026-05-03T22:35:13.067770,
India,NearBook,,polycet,,0,INR 0,https://nearbook.app/book/3922003,2026-05-03T22:35:13.359803,
India,NearBook,,diploma 1 year imp questions material,chaithanya,0,INR 49,https://nearbook.app/book/3922002,2026-05-03T22:35:13.652595,
India,NearBook,,गृह vyavasta एवं गृह सज्जा,User,0,INR 120,https://nearbook.app/book/3922001,2026-05-03T22:35:13.987105,
India,NearBook,,The Concise Art of Seduction,Robert Greene,0,INR 150,https://nearbook.app/book/3922000,2026-05-03T22:35:14.296732,
India,NearBook,,Marathi workbook (completed book),,0,INR 100,https://nearbook.app/book/3921999,2026-05-03T22:35:14.604521,
India,NearBook,,Hindi,Durgesh Yadav,0,INR 40,https://nearbook.app/book/3921998,2026-05-03T22:35:14.897671,
India,NearBook,,allen biology,,0,INR 700,https://nearbook.app/book/3921997,2026-05-03T22:35:15.218618,
India,NearBook,,digital electronics material,chaithanya,0,INR 59,https://nearbook.app/book/3921996,2026-05-03T22:35:15.525641,
India,NearBook,,diploma 1 year mathematics notes,chaithanya,0,INR 79,https://nearbook.app/book/3921995,2026-05-03T22:35:15.815546,
India,NearBook,,urdu Bharat class 3,,0,INR 100,https://nearbook.app/book/3921993,2026-05-03T22:35:16.140416,
India,NearBook,,The Silent Patient,Alex Michaelides,0,INR 150,https://nearbook.app/book/3921992,2026-05-03T22:35:16.447216,
India,NearBook,,mathmatics rs Sharma 2025 edition,RD sharma,0,INR 500,https://nearbook.app/book/3921991,2026-05-03T22:35:18.072385,
India,NearBook,,allen biology practice book,,0,INR 150,https://nearbook.app/book/3921990,2026-05-03T22:35:18.363153,
India,NearBook,,urdu Bharat class 3,,0,INR 100,https://nearbook.app/book/3921989,2026-05-03T22:35:18.700728,
India,NearBook,,curriculum c23,chaithanya,0,INR 200,https://nearbook.app/book/3921988,2026-05-03T22:35:18.993738,
India,NearBook,,MTG KARNATAKA CET BOOK- PHYSICS,,0,INR 450,https://nearbook.app/book/3921987,2026-05-03T22:35:19.314722,
India,NearBook,,allen pyq,,0,INR 150,https://nearbook.app/book/3921986,2026-05-03T22:35:19.625503,
India,NearBook,,Aadhunik Hindi Vyakaran for Class 9th and 10th,,0,INR 100,https://nearbook.app/book/3921985,2026-05-03T22:35:19.929018,
India,NearBook,,The Alchemist,Paulo Coelho,0,INR 95,https://nearbook.app/book/3921984,2026-05-03T22:35:20.217167,
India,NearBook,,indian society,chaithanya,0,INR 499,https://nearbook.app/book/3921983,2026-05-03T22:35:20.504473,
India,NearBook,,samkalin Vishva rajnitik,Jagdish,0,INR 150,https://nearbook.app/book/3921982,2026-05-03T22:35:20.851022,
India,NearBook,,samkalin Vishva rajnitik,Jagdish,0,INR 150,https://nearbook.app/book/3921981,2026-05-03T22:35:21.158044,
India,NearBook,,জীবন বিজ্ঞান,চৌধুরী। ভট্টাচার্য। সাঁতরা,0,INR 100,https://nearbook.app/book/3921980,2026-05-03T22:35:21.466311,
India,NearBook,,allen neet physics practice book set of 4,,0,INR 200,https://nearbook.app/book/3921979,2026-05-03T22:35:23.081370,
India,NearBook,,"COMPUTER SCIENCE 
(A complete question bank with answers)",,0,INR 100,https://nearbook.app/book/3921978,2026-05-03T22:35:23.410489,
India,NearBook,,समकालीन विश्व राजनीतिक,JAGDISH,0,INR 150,https://nearbook.app/book/3921977,2026-05-03T22:35:23.718083,
India,NearBook,,"OXFORD English Mini Dictionary 
(Indian Edition)",,0,INR 80,https://nearbook.app/book/3921975,2026-05-03T22:35:24.025137,
India,NearBook,,The Concise Laws Of Human Nature,Robert Greene,0,INR 150,https://nearbook.app/book/3921974,2026-05-03T22:35:25.049109,
India,NearBook,,notes,notes 4 sem kashmir university 4 notes education J1 j2 j3 and minor political science,0,INR 400,https://nearbook.app/book/3921973,2026-05-03T22:35:25.356109,
India,NearBook,,MTG KARNATAKA CET,,0,INR 300,https://nearbook.app/book/3921972,2026-05-03T22:35:25.645548,
India,NearBook,,short note,,0,INR 100,https://nearbook.app/book/3921971,2026-05-03T22:35:25.977240,
